review_id,product_id,customer_id,order_id,rating,review_title,review_text,review_date,verified_purchase,helpful_count
449,447.0,686,7021,1,Just okay,This is a sample review text for the product. Rating: 1/5,2024-07-18,True,14
450,26.0,432,4820,3,Could be better,This is a sample review text for the product. Rating: 3/5,2023-05-17,True,37
451,152.0,1750,4405,4,Perfect!,This is a sample review text for the product. Rating: 4/5,2024-12-27,True,22
452,280.0,678,2200,4,Amazing purchase,This is a sample review text for the product. Rating: 4/5,2025-01-02,True,27
453,190.0,1844,1750,4,Brilliant!,This is a sample review text for the product. Rating: 4/5,2024-05-14,True,3
454,145.0,384,3050,4,Exceeded expectations,This is a sample review text for the product. Rating: 4/5,2023-03-10,True,5
455,394.0,172,2151,5,Excellent quality,This is a sample review text for the product. Rating: 5/5,2024-01-12,True,30
456,473.0,470,6217,1,Good value for money,This is a sample review text for the product. Rating: 1/5,2023-08-16,True,47
457,383.0,363,5095,3,Terrible quality,This is a sample review text for the product. Rating: 3/5,2023-12-17,True,27
458,380.0,1615,5638,1,Just okay,This is a sample review text for the product. Rating: 1/5,2024-05-15,True,22
459,25.0,621,2596,4,Good value for money,This is a sample review text for the product. Rating: 4/5,2023-07-27,True,1
460,424.0,1488,6192,5,Brilliant!,This is a sample review text for the product. Rating: 5/5,2024-12-31,True,19
461,424.0,436,60,5,Waste of money,This is a sample review text for the product. Rating: 5/5,2024-12-15,True,1
462,470.0,1498,10,5,Not bad,This is a sample review text for the product. Rating: 5/5,2023-02-27,True,38
463,384.0,256,7506,5,Exceeded expectations,This is a sample review text for the product. Rating: 5/5,2024-08-08,True,2
464,363.0,656,3445,4,Could be better,This is a sample review text for the product. Rating: 4/5,2024-10-26,True,44
465,114.0,790,7008,5,Terrible quality,This is a sample review text for the product. Rating: 5/5,2023-06-03,True,35
466,205.0,1607,7580,5,Could be better,This is a sample review text for the product. Rating: 5/5,2023-01-16,True,7
467,465.0,569,2495,1,Highly recommend,This is a sample review text for the product. Rating: 1/5,2023-05-09,True,48
468,237.0,700,844,3,Great product!,This is a sample review text for the product. Rating: 3/5,2024-05-09,True,24
469,439.0,1989,179,3,Good value for money,This is a sample review text for the product. Rating: 3/5,2023-08-24,True,40
470,95.0,1758,6201,4,Waste of money,This is a sample review text for the product. Rating: 4/5,2024-08-27,True,16
471,400.0,1734,246,5,Great product!,This is a sample review text for the product. Rating: 5/5,2024-12-07,True,46
472,314.0,1144,4313,2,Excellent quality,This is a sample review text for the product. Rating: 2/5,2023-11-12,True,36
473,372.0,1241,971,1,Terrible quality,This is a sample review text for the product. Rating: 1/5,2024-02-09,True,17
474,218.0,989,5412,5,Excellent quality,This is a sample review text for the product. Rating: 5/5,2025-01-03,True,12
475,241.0,1195,1877,5,Excellent quality,This is a sample review text for the product. Rating: 5/5,2023-08-28,True,26
476,386.0,1647,5518,4,Disappointed,This is a sample review text for the product. Rating: 4/5,2024-10-07,True,33
477,108.0,1988,6092,5,Perfect!,This is a sample review text for the product. Rating: 5/5,2023-08-01,True,11
478,403.0,729,3725,5,Waste of money,This is a sample review text for the product. Rating: 5/5,2024-01-11,True,31
479,240.0,1617,5083,5,Good value for money,This is a sample review text for the product. Rating: 5/5,2024-09-16,True,50
480,103.0,1183,609,3,Could be better,This is a sample review text for the product. Rating: 3/5,2024-01-09,True,34
481,48.0,20,3719,3,Just okay,This is a sample review text for the product. Rating: 3/5,2024-09-29,True,7
482,417.0,1701,7087,2,Brilliant!,This is a sample review text for the product. Rating: 2/5,2023-03-06,True,44
483,120.0,1167,7534,4,Not bad,This is a sample review text for the product. Rating: 4/5,2023-11-28,True,14
484,405.0,969,843,4,Brilliant!,This is a sample review text for the product. Rating: 4/5,2024-03-01,True,5
485,397.0,1545,5616,4,Just okay,This is a sample review text for the product. Rating: 4/5,2024-09-04,True,15
486,85.0,1143,6096,4,Good value for money,This is a sample review text for the product. Rating: 4/5,2023-11-09,True,15
487,258.0,1097,5806,3,Good value for money,This is a sample review text for the product. Rating: 3/5,2023-08-27,True,30
488,372.0,769,4998,5,Just okay,This is a sample review text for the product. Rating: 5/5,2023-05-15,True,13
489,316.0,1980,129,4,Great product!,This is a sample review text for the product. Rating: 4/5,2024-11-01,True,25
490,211.0,900,5488,1,Disappointed,This is a sample review text for the product. Rating: 1/5,2023-03-26,True,44
491,159.0,267,4255,2,Exceeded expectations,This is a sample review text for the product. Rating: 2/5,2023-02-24,True,8
492,194.0,213,2744,4,Love it!,This is a sample review text for the product. Rating: 4/5,2024-11-27,True,43
493,335.0,48,702,5,Perfect!,This is a sample review text for the product. Rating: 5/5,2025-01-21,True,15
494,266.0,1979,5748,5,Brilliant!,This is a sample review text for the product. Rating: 5/5,2024-02-20,True,22
495,378.0,1282,2841,3,Brilliant!,This is a sample review text for the product. Rating: 3/5,2023-03-09,True,33
496,82.0,547,689,3,Exceeded expectations,This is a sample review text for the product. Rating: 3/5,2023-12-26,True,22
497,128.0,638,4367,2,Perfect!,This is a sample review text for the product. Rating: 2/5,2023-05-21,True,19
498,473.0,1031,6405,5,Exceeded expectations,This is a sample review text for the product. Rating: 5/5,2023-12-30,True,44
499,128.0,1628,4469,5,Good value for money,This is a sample review text for the product. Rating: 5/5,2024-09-25,True,2
500,46.0,961,2553,4,Perfect!,This is a sample review text for the product. Rating: 4/5,2025-01-13,True,3
501,233.0,1862,6398,4,Just okay,This is a sample review text for the product. Rating: 4/5,2024-04-29,True,38
502,64.0,1020,2531,5,Exceeded expectations,This is a sample review text for the product. Rating: 5/5,2024-05-04,True,48
503,449.0,1038,472,2,Amazing purchase,This is a sample review text for the product. Rating: 2/5,2023-08-21,True,47
504,319.0,1240,912,4,Love it!,This is a sample review text for the product. Rating: 4/5,2024-08-11,True,16
505,138.0,198,2478,4,Love it!,This is a sample review text for the product. Rating: 4/5,2023-08-23,True,20
506,494.0,968,605,3,Brilliant!,This is a sample review text for the product. Rating: 3/5,2024-02-12,True,31
507,482.0,77,7166,4,Excellent quality,This is a sample review text for the product. Rating: 4/5,2024-04-25,True,0
508,247.0,1783,2549,4,Excellent quality,This is a sample review text for the product. Rating: 4/5,2025-02-06,True,37
509,239.0,1846,7714,2,Not bad,This is a sample review text for the product. Rating: 2/5,2024-04-17,True,50
510,232.0,1668,856,5,Great product!,This is a sample review text for the product. Rating: 5/5,2025-01-24,True,11
511,173.0,1142,4516,1,Exceeded expectations,This is a sample review text for the product. Rating: 1/5,2023-07-14,True,49
512,334.0,452,5349,4,Excellent quality,This is a sample review text for the product. Rating: 4/5,2023-06-03,True,39
513,456.0,946,1371,2,Exceeded expectations,This is a sample review text for the product. Rating: 2/5,2023-10-27,True,48
514,350.0,1979,3406,2,Terrible quality,This is a sample review text for the product. Rating: 2/5,2024-09-10,True,37
515,191.0,646,6072,2,Disappointed,This is a sample review text for the product. Rating: 2/5,2024-10-10,True,35
516,46.0,781,2913,4,Just okay,This is a sample review text for the product. Rating: 4/5,2024-01-15,True,21
517,27.0,642,564,3,Love it!,This is a sample review text for the product. Rating: 3/5,2024-03-25,True,43
518,337.0,173,204,4,Love it!,This is a sample review text for the product. Rating: 4/5,2023-12-11,True,10
519,163.0,1888,6963,5,Brilliant!,This is a sample review text for the product. Rating: 5/5,2023-07-16,True,35
520,475.0,1343,5314,4,Good value for money,This is a sample review text for the product. Rating: 4/5,2024-11-30,True,10
521,378.0,1387,1366,4,Not bad,This is a sample review text for the product. Rating: 4/5,2023-11-16,True,45
522,465.0,1304,7991,3,Perfect!,This is a sample review text for the product. Rating: 3/5,2024-06-09,True,27
523,218.0,412,4034,5,Terrible quality,This is a sample review text for the product. Rating: 5/5,2024-02-04,True,7
524,492.0,605,6556,4,Excellent quality,This is a sample review text for the product. Rating: 4/5,2023-05-20,True,36
525,177.0,1987,6746,5,Disappointed,This is a sample review text for the product. Rating: 5/5,2023-02-21,True,44
526,98.0,1236,5408,3,Excellent quality,This is a sample review text for the product. Rating: 3/5,2023-04-19,True,49
527,79.0,872,5334,4,Just okay,This is a sample review text for the product. Rating: 4/5,2023-08-31,True,20
528,59.0,1113,3113,4,Perfect!,This is a sample review text for the product. Rating: 4/5,2024-09-30,True,32
529,29.0,1219,81,2,Could be better,This is a sample review text for the product. Rating: 2/5,2024-06-16,True,25
530,490.0,1388,1251,4,Good value for money,This is a sample review text for the product. Rating: 4/5,2023-11-20,True,39
531,304.0,1118,1164,4,Perfect!,This is a sample review text for the product. Rating: 4/5,2023-11-29,True,22
532,16.0,940,3901,5,Great product!,This is a sample review text for the product. Rating: 5/5,2023-05-28,True,0
533,355.0,1222,3706,4,Highly recommend,This is a sample review text for the product. Rating: 4/5,2024-11-08,True,33
534,373.0,1232,4821,2,Perfect!,This is a sample review text for the product. Rating: 2/5,2024-04-17,True,21
535,456.0,702,350,4,Waste of money,This is a sample review text for the product. Rating: 4/5,2024-08-18,True,12
536,213.0,1043,5281,5,Disappointed,This is a sample review text for the product. Rating: 5/5,2023-12-17,True,21
537,225.0,102,812,5,Good value for money,This is a sample review text for the product. Rating: 5/5,2024-12-13,True,32
538,110.0,441,656,4,Not bad,This is a sample review text for the product. Rating: 4/5,2024-05-02,True,5
539,57.0,359,2297,3,Good value for money,This is a sample review text for the product. Rating: 3/5,2024-01-17,True,28
540,200.0,657,4063,5,Brilliant!,This is a sample review text for the product. Rating: 5/5,2023-01-17,True,39
541,126.0,1037,3992,5,Highly recommend,This is a sample review text for the product. Rating: 5/5,2023-09-02,True,2
542,482.0,1995,969,5,Good value for money,This is a sample review text for the product. Rating: 5/5,2023-11-18,True,34
543,153.0,1423,1199,5,Waste of money,This is a sample review text for the product. Rating: 5/5,2023-08-08,True,18
544,456.0,1840,3395,4,Terrible quality,This is a sample review text for the product. Rating: 4/5,2024-10-13,True,32
545,460.0,1969,3595,3,Love it!,This is a sample review text for the product. Rating: 3/5,2023-05-11,True,6
546,313.0,1340,1075,5,Disappointed,This is a sample review text for the product. Rating: 5/5,2024-07-26,True,18
547,279.0,1013,2850,4,Good value for money,This is a sample review text for the product. Rating: 4/5,2024-08-16,True,43
548,20.0,1039,2212,5,Terrible quality,This is a sample review text for the product. Rating: 5/5,2024-10-21,True,33
549,41.0,1193,2215,4,Excellent quality,This is a sample review text for the product. Rating: 4/5,2023-04-07,True,8
550,39.0,741,654,4,Excellent quality,This is a sample review text for the product. Rating: 4/5,2024-04-09,True,33
551,111.0,1828,4639,5,Perfect!,This is a sample review text for the product. Rating: 5/5,2023-04-09,True,36
552,233.0,749,7350,1,Perfect!,This is a sample review text for the product. Rating: 1/5,2024-07-12,True,28
553,322.0,1988,3020,5,Amazing purchase,This is a sample review text for the product. Rating: 5/5,2024-02-27,True,6
554,41.0,973,5573,5,Excellent quality,This is a sample review text for the product. Rating: 5/5,2024-12-17,True,28
555,408.0,1947,6474,5,Excellent quality,This is a sample review text for the product. Rating: 5/5,2024-05-20,True,27
556,480.0,1144,6198,5,Just okay,This is a sample review text for the product. Rating: 5/5,2023-04-09,True,42
557,401.0,973,3293,4,Just okay,This is a sample review text for the product. Rating: 4/5,2024-11-12,True,8
558,348.0,1165,601,5,Terrible quality,This is a sample review text for the product. Rating: 5/5,2023-10-08,True,39
559,381.0,1772,5708,5,Brilliant!,This is a sample review text for the product. Rating: 5/5,2024-10-02,True,0
560,60.0,1630,6294,3,Excellent quality,This is a sample review text for the product. Rating: 3/5,2024-04-13,True,4
561,475.0,1323,3730,2,Excellent quality,This is a sample review text for the product. Rating: 2/5,2023-02-26,True,20
562,398.0,1655,6163,3,Not bad,This is a sample review text for the product. Rating: 3/5,2024-12-28,True,32
563,171.0,1603,1571,4,Terrible quality,This is a sample review text for the product. Rating: 4/5,2023-03-18,True,10
564,156.0,158,4036,4,Love it!,This is a sample review text for the product. Rating: 4/5,2024-12-04,True,7
565,444.0,692,2922,5,Highly recommend,This is a sample review text for the product. Rating: 5/5,2023-11-03,True,4
566,74.0,316,2888,3,Just okay,This is a sample review text for the product. Rating: 3/5,2023-08-31,True,48
567,361.0,127,6894,3,Could be better,This is a sample review text for the product. Rating: 3/5,2023-02-26,True,32
568,225.0,1987,2824,4,Perfect!,This is a sample review text for the product. Rating: 4/5,2023-12-18,True,18
569,388.0,1960,3792,4,Excellent quality,This is a sample review text for the product. Rating: 4/5,2023-12-17,True,49
570,376.0,1731,3611,1,Exceeded expectations,This is a sample review text for the product. Rating: 1/5,2023-11-21,True,39
571,391.0,1575,5296,2,Terrible quality,This is a sample review text for the product. Rating: 2/5,2023-04-13,True,31
572,383.0,1382,4221,4,Highly recommend,This is a sample review text for the product. Rating: 4/5,2024-09-22,True,31
573,127.0,641,6903,5,Perfect!,This is a sample review text for the product. Rating: 5/5,2023-02-23,True,50
574,412.0,94,3549,4,Amazing purchase,This is a sample review text for the product. Rating: 4/5,2024-12-15,True,21
575,298.0,1984,6334,5,Highly recommend,This is a sample review text for the product. Rating: 5/5,2023-12-05,True,0
576,23.0,1807,1752,4,Good value for money,This is a sample review text for the product. Rating: 4/5,2024-10-24,True,13
577,75.0,1131,3423,4,Love it!,This is a sample review text for the product. Rating: 4/5,2023-03-09,True,19
578,29.0,1677,5982,4,Brilliant!,This is a sample review text for the product. Rating: 4/5,2023-04-26,True,43
579,192.0,1235,5011,1,Could be better,This is a sample review text for the product. Rating: 1/5,2024-08-02,True,31
580,465.0,806,30,5,Great product!,This is a sample review text for the product. Rating: 5/5,2023-09-19,True,23
581,37.0,506,998,4,Waste of money,This is a sample review text for the product. Rating: 4/5,2024-10-18,True,44
582,28.0,1994,5615,3,Brilliant!,This is a sample review text for the product. Rating: 3/5,2024-06-01,True,35
583,206.0,1469,3902,5,Brilliant!,This is a sample review text for the product. Rating: 5/5,2024-04-14,True,47
584,341.0,1851,2221,4,Excellent quality,This is a sample review text for the product. Rating: 4/5,2023-02-25,True,21
585,320.0,177,6463,5,Disappointed,This is a sample review text for the product. Rating: 5/5,2024-03-09,True,2
586,333.0,327,5421,5,Just okay,This is a sample review text for the product. Rating: 5/5,2024-10-10,True,19
587,76.0,1265,186,4,Disappointed,This is a sample review text for the product. Rating: 4/5,2023-02-01,True,8
588,109.0,437,4066,3,Could be better,This is a sample review text for the product. Rating: 3/5,2024-07-03,True,24
589,58.0,238,6130,4,Not bad,This is a sample review text for the product. Rating: 4/5,2023-07-07,True,33
590,485.0,1243,6911,5,Love it!,This is a sample review text for the product. Rating: 5/5,2023-09-05,True,37
591,449.0,1995,932,4,Perfect!,This is a sample review text for the product. Rating: 4/5,2024-01-12,True,46
592,391.0,537,7624,2,Just okay,This is a sample review text for the product. Rating: 2/5,2023-04-06,True,2
593,474.0,380,2845,3,Amazing purchase,This is a sample review text for the product. Rating: 3/5,2024-06-11,True,29
594,159.0,1377,1171,5,Not bad,This is a sample review text for the product. Rating: 5/5,2025-01-10,True,20
595,173.0,320,7489,4,Could be better,This is a sample review text for the product. Rating: 4/5,2023-11-27,True,22
596,423.0,1351,6422,3,Highly recommend,This is a sample review text for the product. Rating: 3/5,2023-05-23,True,19
597,121.0,1113,3113,4,Just okay,This is a sample review text for the product. Rating: 4/5,2024-10-06,True,50
598,125.0,715,7283,4,Exceeded expectations,This is a sample review text for the product. Rating: 4/5,2024-01-07,True,34
599,170.0,770,1626,2,Exceeded expectations,This is a sample review text for the product. Rating: 2/5,2023-11-15,True,0
600,455.0,1099,6784,4,Exceeded expectations,This is a sample review text for the product. Rating: 4/5,2024-06-19,True,1
601,284.0,1674,4829,3,Good value for money,This is a sample review text for the product. Rating: 3/5,2023-11-03,True,34
602,264.0,777,3060,2,Amazing purchase,This is a sample review text for the product. Rating: 2/5,2024-10-29,True,49
603,335.0,275,5130,5,Waste of money,This is a sample review text for the product. Rating: 5/5,2024-09-23,True,6
604,240.0,1561,5187,1,Just okay,This is a sample review text for the product. Rating: 1/5,2023-05-22,True,14
605,483.0,1631,7286,5,Love it!,This is a sample review text for the product. Rating: 5/5,2024-05-07,True,36
606,274.0,1249,3157,4,Brilliant!,This is a sample review text for the product. Rating: 4/5,2024-06-01,True,14
607,226.0,690,4199,3,Amazing purchase,This is a sample review text for the product. Rating: 3/5,2025-01-21,True,18
608,58.0,146,567,5,Disappointed,This is a sample review text for the product. Rating: 5/5,2023-04-23,True,48
609,396.0,1302,1218,5,Waste of money,This is a sample review text for the product. Rating: 5/5,2023-11-27,True,16
610,228.0,707,6043,3,Exceeded expectations,This is a sample review text for the product. Rating: 3/5,2023-03-05,True,18
611,441.0,742,771,5,Disappointed,This is a sample review text for the product. Rating: 5/5,2024-07-03,True,42
612,269.0,714,3563,5,Disappointed,This is a sample review text for the product. Rating: 5/5,2023-12-26,True,41
613,213.0,1043,5281,2,Could be better,This is a sample review text for the product. Rating: 2/5,2024-01-06,True,11
614,180.0,1995,1824,4,Perfect!,This is a sample review text for the product. Rating: 4/5,2023-09-24,True,39
615,475.0,253,6823,5,Could be better,This is a sample review text for the product. Rating: 5/5,2023-09-26,True,29
616,100.0,1516,5456,2,Amazing purchase,This is a sample review text for the product. Rating: 2/5,2024-03-07,True,5
617,74.0,370,6263,5,Excellent quality,This is a sample review text for the product. Rating: 5/5,2023-05-27,True,41
618,47.0,1891,4729,5,Just okay,This is a sample review text for the product. Rating: 5/5,2024-12-31,True,38
619,477.0,1871,6751,4,Could be better,This is a sample review text for the product. Rating: 4/5,2024-10-23,True,21
620,108.0,129,4247,1,Great product!,This is a sample review text for the product. Rating: 1/5,2024-05-24,True,15
621,369.0,1737,3379,2,Love it!,This is a sample review text for the product. Rating: 2/5,2023-03-31,True,39
622,4.0,53,3663,4,Highly recommend,This is a sample review text for the product. Rating: 4/5,2023-11-15,True,34
623,428.0,1397,5937,5,Brilliant!,This is a sample review text for the product. Rating: 5/5,2023-02-24,True,44
624,15.0,181,6101,2,Perfect!,This is a sample review text for the product. Rating: 2/5,2023-06-14,True,6
625,465.0,1714,6879,4,Terrible quality,This is a sample review text for the product. Rating: 4/5,2024-09-18,True,24
626,226.0,1658,4979,3,Disappointed,This is a sample review text for the product. Rating: 3/5,2024-12-02,True,33
627,357.0,521,2350,5,Exceeded expectations,This is a sample review text for the product. Rating: 5/5,2024-11-04,True,35
628,91.0,1416,2203,4,Amazing purchase,This is a sample review text for the product. Rating: 4/5,2023-09-29,True,2
629,201.0,1960,197,4,Exceeded expectations,This is a sample review text for the product. Rating: 4/5,2023-10-02,True,16
630,426.0,958,1659,5,Love it!,This is a sample review text for the product. Rating: 5/5,2023-08-19,True,3
631,215.0,1585,457,4,Amazing purchase,This is a sample review text for the product. Rating: 4/5,2023-03-12,True,12
632,260.0,45,1872,5,Good value for money,This is a sample review text for the product. Rating: 5/5,2023-10-02,True,50
633,128.0,152,7765,4,Highly recommend,This is a sample review text for the product. Rating: 4/5,2024-11-24,True,33
634,272.0,1597,3192,4,Perfect!,This is a sample review text for the product. Rating: 4/5,2023-05-22,True,33
635,160.0,84,1585,3,Love it!,This is a sample review text for the product. Rating: 3/5,2024-06-09,True,24
636,94.0,762,4297,5,Great product!,This is a sample review text for the product. Rating: 5/5,2023-08-28,True,14
637,64.0,778,4528,5,Amazing purchase,This is a sample review text for the product. Rating: 5/5,2024-12-25,True,41
638,325.0,125,110,4,Not bad,This is a sample review text for the product. Rating: 4/5,2023-07-10,True,23
639,337.0,332,5063,3,Waste of money,This is a sample review text for the product. Rating: 3/5,2024-04-23,True,22
640,349.0,222,1769,4,Perfect!,This is a sample review text for the product. Rating: 4/5,2024-03-12,True,26
641,256.0,997,7893,4,Terrible quality,This is a sample review text for the product. Rating: 4/5,2023-09-16,True,22
642,463.0,1912,1155,4,Great product!,This is a sample review text for the product. Rating: 4/5,2023-06-24,True,3
643,121.0,236,1573,4,Exceeded expectations,This is a sample review text for the product. Rating: 4/5,2024-02-22,True,45
644,15.0,1587,6190,4,Exceeded expectations,This is a sample review text for the product. Rating: 4/5,2024-12-21,True,30
645,52.0,1515,3029,1,Terrible quality,This is a sample review text for the product. Rating: 1/5,2024-04-03,True,3
646,297.0,450,7777,5,Could be better,This is a sample review text for the product. Rating: 5/5,2024-07-04,True,0
647,480.0,880,3625,4,Exceeded expectations,This is a sample review text for the product. Rating: 4/5,2023-08-11,True,50
648,177.0,57,2037,3,Excellent quality,This is a sample review text for the product. Rating: 3/5,2023-10-04,True,18
649,382.0,1271,1545,5,Just okay,This is a sample review text for the product. Rating: 5/5,2024-05-23,True,39
650,431.0,874,4332,3,Great product!,This is a sample review text for the product. Rating: 3/5,2023-04-21,True,41
651,202.0,1880,7748,4,Highly recommend,This is a sample review text for the product. Rating: 4/5,2024-08-07,True,41
652,421.0,445,2390,5,Love it!,This is a sample review text for the product. Rating: 5/5,2024-11-22,True,26
653,428.0,938,2949,5,Great product!,This is a sample review text for the product. Rating: 5/5,2023-04-01,True,33
654,38.0,389,2028,5,Just okay,This is a sample review text for the product. Rating: 5/5,2024-03-01,True,13
655,243.0,977,1899,4,Highly recommend,This is a sample review text for the product. Rating: 4/5,2023-11-23,True,45
656,67.0,1651,6555,4,Brilliant!,This is a sample review text for the product. Rating: 4/5,2023-11-01,True,6
657,227.0,1899,4207,3,Excellent quality,This is a sample review text for the product. Rating: 3/5,2024-03-06,True,47
658,56.0,1151,5207,4,Highly recommend,This is a sample review text for the product. Rating: 4/5,2024-03-18,True,4
659,235.0,1989,7426,4,Great product!,This is a sample review text for the product. Rating: 4/5,2023-11-18,True,22
660,460.0,1987,1350,4,Perfect!,This is a sample review text for the product. Rating: 4/5,2025-01-25,True,14
661,103.0,864,6950,4,Disappointed,This is a sample review text for the product. Rating: 4/5,2023-11-26,True,36
662,158.0,387,5219,5,Love it!,This is a sample review text for the product. Rating: 5/5,2025-01-17,True,2
663,337.0,1795,3320,2,Exceeded expectations,This is a sample review text for the product. Rating: 2/5,2024-08-28,True,40
664,489.0,1937,2617,4,Could be better,This is a sample review text for the product. Rating: 4/5,2024-01-31,True,32
665,318.0,1988,4163,3,Exceeded expectations,This is a sample review text for the product. Rating: 3/5,2023-01-14,True,36
666,40.0,1479,1211,3,Perfect!,This is a sample review text for the product. Rating: 3/5,2024-09-16,True,21
667,153.0,1860,2104,5,Not bad,This is a sample review text for the product. Rating: 5/5,2023-10-06,True,45
668,408.0,1757,3795,5,Terrible quality,This is a sample review text for the product. Rating: 5/5,2023-07-28,True,28
669,56.0,362,4042,4,Not bad,This is a sample review text for the product. Rating: 4/5,2024-10-30,True,11
670,277.0,479,1271,3,Exceeded expectations,This is a sample review text for the product. Rating: 3/5,2023-11-15,True,37
671,174.0,1374,4525,5,Just okay,This is a sample review text for the product. Rating: 5/5,2024-05-12,True,3
672,53.0,1689,4561,4,Perfect!,This is a sample review text for the product. Rating: 4/5,2023-12-22,True,9
673,103.0,1278,6123,4,Amazing purchase,This is a sample review text for the product. Rating: 4/5,2024-09-08,True,24
674,239.0,1133,2748,5,Highly recommend,This is a sample review text for the product. Rating: 5/5,2023-06-26,True,48
675,130.0,585,242,5,Highly recommend,This is a sample review text for the product. Rating: 5/5,2024-02-26,True,5
676,223.0,1144,6794,2,Could be better,This is a sample review text for the product. Rating: 2/5,2023-07-19,True,13
677,67.0,1029,7513,4,Love it!,This is a sample review text for the product. Rating: 4/5,2023-11-12,True,49
678,57.0,1956,1275,5,Perfect!,This is a sample review text for the product. Rating: 5/5,2023-05-09,True,3
679,354.0,1813,3037,3,Terrible quality,This is a sample review text for the product. Rating: 3/5,2024-06-30,True,33
680,385.0,1388,3737,4,Highly recommend,This is a sample review text for the product. Rating: 4/5,2023-07-17,True,29
681,233.0,373,2132,5,Perfect!,This is a sample review text for the product. Rating: 5/5,2023-09-08,True,14
682,433.0,1905,298,4,Good value for money,This is a sample review text for the product. Rating: 4/5,2024-12-09,True,43
683,39.0,724,5189,4,Brilliant!,This is a sample review text for the product. Rating: 4/5,2023-06-30,True,35
684,384.0,1108,7823,5,Not bad,This is a sample review text for the product. Rating: 5/5,2024-11-14,True,44
685,218.0,1205,4243,4,Love it!,This is a sample review text for the product. Rating: 4/5,2023-05-13,True,2
686,246.0,1389,6412,5,Highly recommend,This is a sample review text for the product. Rating: 5/5,2024-03-01,True,28
687,39.0,175,1770,4,Waste of money,This is a sample review text for the product. Rating: 4/5,2023-08-03,True,32
688,288.0,1681,4866,4,Not bad,This is a sample review text for the product. Rating: 4/5,2024-03-01,True,35
689,326.0,42,4224,4,Exceeded expectations,This is a sample review text for the product. Rating: 4/5,2023-01-24,True,34
690,37.0,13,3817,5,Highly recommend,This is a sample review text for the product. Rating: 5/5,2023-12-26,True,15
691,163.0,1657,5315,2,Disappointed,This is a sample review text for the product. Rating: 2/5,2023-04-06,True,23
692,480.0,1458,7947,5,Exceeded expectations,This is a sample review text for the product. Rating: 5/5,2024-06-14,True,23
693,192.0,1027,4413,2,Love it!,This is a sample review text for the product. Rating: 2/5,2024-05-10,True,26
694,189.0,1849,551,4,Just okay,This is a sample review text for the product. Rating: 4/5,2024-05-31,True,40
695,339.0,97,6528,5,Just okay,This is a sample review text for the product. Rating: 5/5,2023-04-08,True,4
696,72.0,720,1524,4,Just okay,This is a sample review text for the product. Rating: 4/5,2023-04-20,True,24
697,74.0,711,292,5,Love it!,This is a sample review text for the product. Rating: 5/5,2024-11-30,True,25
698,424.0,27,5091,4,Perfect!,This is a sample review text for the product. Rating: 4/5,2024-04-29,True,6
699,203.0,1995,932,2,Disappointed,This is a sample review text for the product. Rating: 2/5,2024-01-07,True,28
700,86.0,1746,6212,3,Disappointed,This is a sample review text for the product. Rating: 3/5,2024-04-20,True,8
701,390.0,782,431,4,Not bad,This is a sample review text for the product. Rating: 4/5,2024-09-18,True,22
702,120.0,1772,5708,5,Amazing purchase,This is a sample review text for the product. Rating: 5/5,2024-09-18,True,39
703,79.0,494,6776,3,Waste of money,This is a sample review text for the product. Rating: 3/5,2024-03-23,True,40
704,58.0,674,4522,4,Love it!,This is a sample review text for the product. Rating: 4/5,2023-05-16,True,32
705,313.0,1954,3239,3,Terrible quality,This is a sample review text for the product. Rating: 3/5,2024-10-19,True,9
706,435.0,740,2096,5,Excellent quality,This is a sample review text for the product. Rating: 5/5,2023-08-23,True,24
707,249.0,715,4086,5,Excellent quality,This is a sample review text for the product. Rating: 5/5,2024-03-26,True,44
708,22.0,1299,928,3,Disappointed,This is a sample review text for the product. Rating: 3/5,2025-01-18,True,26
709,221.0,943,3364,4,Highly recommend,This is a sample review text for the product. Rating: 4/5,2024-11-24,True,14
710,222.0,476,3888,4,Could be better,This is a sample review text for the product. Rating: 4/5,2023-09-10,True,22
711,95.0,1141,4281,4,Just okay,This is a sample review text for the product. Rating: 4/5,2023-04-22,True,37
712,121.0,1591,1863,3,Waste of money,This is a sample review text for the product. Rating: 3/5,2023-03-20,True,11
713,351.0,570,3098,4,Love it!,This is a sample review text for the product. Rating: 4/5,2023-01-20,True,24
714,493.0,1464,7792,4,Just okay,This is a sample review text for the product. Rating: 4/5,2023-11-18,True,50
715,187.0,1341,6189,3,Amazing purchase,This is a sample review text for the product. Rating: 3/5,2024-11-15,True,31
716,392.0,1193,3890,3,Exceeded expectations,This is a sample review text for the product. Rating: 3/5,2024-06-12,True,41
717,295.0,254,7064,5,Amazing purchase,This is a sample review text for the product. Rating: 5/5,2023-03-26,True,14
718,103.0,362,7029,4,Waste of money,This is a sample review text for the product. Rating: 4/5,2024-05-10,True,44
719,395.0,110,2085,4,Amazing purchase,This is a sample review text for the product. Rating: 4/5,2023-03-13,True,21
720,324.0,1805,1724,2,Disappointed,This is a sample review text for the product. Rating: 2/5,2023-04-24,True,6
721,379.0,906,50,2,Good value for money,This is a sample review text for the product. Rating: 2/5,2024-08-20,True,36
722,346.0,1494,545,5,Waste of money,This is a sample review text for the product. Rating: 5/5,2023-06-29,True,17
723,218.0,989,5412,4,Just okay,This is a sample review text for the product. Rating: 4/5,2025-01-01,True,19
